,movie_title,duration,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,num_user_for_reviews,num_critic_for_reviews,num_voted_users,cast_total_facebook_likes,movie_facebook_likes,plot_keywords,facenumber_in_poster,color,title_year,language,country,content_rating,aspect_ratio,movie_imdb_link,gross,budget,imdb_score,genre_1,genre_2
2530,The Apparition ,83.0,Todd Lincoln,57.0,Julianna Guill,465.0,Rick Gomez,152.0,Tim Williams,62.0,108.0,145.0,16268,730,0,e mail|evil spirit|experiment|fear|supernatural,1.0,Color,2012.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1,4930798.0,17000000.0,4.1,Horror,Thriller
2531,My Girl ,102.0,Howard Zieff,6.0,Macaulay Culkin,3000.0,Jamie Lee Curtis,2000.0,Griffin Dunne,165.0,115.0,31.0,55895,5433,0,best friend|funeral|girl|overalls|summer,1.0,Color,1991.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1,59847242.0,16500000.0,6.8,Comedy,Drama
2532,Fur: An Imaginary Portrait of Diane Arbus ,122.0,Steven Shainberg,30.0,Robert Downey Jr.,21000.0,Ty Burrell,3000.0,Matt Servitto,260.0,97.0,105.0,13239,25173,0,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,2.0,Color,2006.0,English,USA,R,1.85,http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,220914.0,16800000.0,6.5,Biography,Drama
2534,Wall Street ,126.0,Oliver Stone,0.0,Hal Holbrook,826.0,Tamara Tunie,508.0,James Karen,168.0,219.0,114.0,119150,1607,0,1980s|argument|critique of capitalism|f word|fired from the job,2.0,Color,1987.0,English,USA,R,1.85,http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1,43848100.0,15000000.0,7.4,Crime,Drama
2535,Sense and Sensibility ,136.0,Ang Lee,0.0,Alan Rickman,25000.0,Kate Winslet,14000.0,Tom Wilkinson,1000.0,196.0,69.0,78392,41059,0,1810s|female protagonist|horseback riding|inheritance|three word title,2.0,Color,1995.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,42700000.0,16500000.0,7.7,Drama,Romance
2536,Becoming Jane ,120.0,Julian Jarrold,11.0,Anne Hathaway,11000.0,Julie Walters,838.0,Laurence Fox,281.0,151.0,150.0,46204,12554,0,country estate|jane austen|lady|love|writing,1.0,Color,2007.0,English,UK,PG,2.35,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,18663911.0,16500000.0,7.1,Biography,Drama
2537,Sydney White ,108.0,Joe Nussbaum,18.0,Danny Strong,714.0,Matt Long,701.0,Samm Levine,433.0,50.0,72.0,37700,2785,0,college|college girl|female protagonist|sorority|sorority house,2.0,Color,2007.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,11702090.0,16500000.0,6.3,Comedy,Romance
2538,House of Sand and Fog ,126.0,Vadim Perelman,26.0,Frances Fisher,638.0,Kim Dickens,624.0,Ron Eldard,385.0,469.0,158.0,56665,2282,0,auction|home|house|iranian|marriage,0.0,Color,2003.0,English,USA,R,1.85,http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1,13005485.0,15000000.0,7.6,Drama,Drama
2539,Dead Poets Society ,128.0,Peter Weir,608.0,Robin Williams,49000.0,Josh Charles,1000.0,Kurtwood Smith,1000.0,491.0,96.0,277451,51609,23000,education|english teacher|poet|professor|student,0.0,Color,1989.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,95860116.0,16400000.0,8.0,Comedy,Drama
2540,Dumb & Dumber ,113.0,Peter Farrelly,137.0,Lauren Holly,879.0,Mike Starr,854.0,Teri Garr,481.0,438.0,84.0,288451,2985,0,briefcase full of money|character repeating someone else's dialogue|character says i love you|friendship|reference to cinderella,2.0,Color,1994.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1,127175354.0,16000000.0,7.3,Comedy,Comedy
2541,When Harry Met Sally... ,89.0,Rob Reiner,0.0,Bruno Kirby,227.0,Gretchen Palmer,73.0,Harley Jane Kozak,62.0,273.0,114.0,149108,485,0,friendship|love|male female friendship|new york|sex,0.0,Color,1989.0,English,USA,R,1.85,http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1,92823600.0,16000000.0,7.6,Comedy,Drama
2542,The Verdict ,129.0,Sidney Lumet,0.0,Charlotte Rampling,844.0,James Mason,617.0,Jack Warden,359.0,154.0,79.0,26310,2330,0,archdiocese|court|hospital|lawyer|malpractice,0.0,Color,1982.0,English,USA,R,1.85,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,54000000.0,16000000.0,7.8,Drama,Drama
2543,Road Trip ,94.0,Todd Phillips,480.0,Ethan Suplee,1000.0,Rachel Blanchard,490.0,Paulo Costanzo,486.0,302.0,103.0,132963,3889,0,blonde|college|friend|highway travel|road trip,5.0,Color,2000.0,English,USA,R,1.85,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,68525609.0,15600000.0,6.5,Comedy,Comedy
2544,Varsity Blues ,106.0,Brian Robbins,48.0,Paul Walker,23000.0,Ron Lester,255.0,Mark Walters,35.0,267.0,67.0,35312,23369,0,coach|coyote|popularity|quarterback|texas,0.0,Color,1999.0,English,USA,R,1.85,http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1,52885587.0,16000000.0,6.4,Comedy,Drama
2545,The Artist ,100.0,Michel Hazanavicius,405.0,Bérénice Bejo,996.0,Ed Lauter,897.0,Beth Grant,628.0,583.0,576.0,190030,4606,30000,1920s|jack russell terrier|modern silent movie|movie star|movie studio,0.0, Black and White,2011.0,English,France,PG-13,1.33,http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,44667095.0,15000000.0,8.0,Comedy,Drama
2546,The Unborn ,89.0,David S. Goyer,687.0,Gary Oldman,10000.0,Atticus Shaffer,787.0,Rachel Brosnahan,389.0,230.0,178.0,42182,12183,0,babysitting|experiment|nightmare|possession|twin,1.0,Color,2009.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,42638165.0,16000000.0,4.8,Drama,Fantasy
2547,Moonrise Kingdom ,94.0,Wes Anderson,0.0,Bruce Willis,13000.0,Bill Murray,13000.0,Bob Balaban,559.0,377.0,487.0,237848,27911,71000,1960s|boy scouts|boy scouts camp|coming of age|young love,2.0,Color,2012.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,45507053.0,16000000.0,7.8,Adventure,Comedy
2548,The Texas Chainsaw Massacre: The Beginning ,83.0,Jonathan Liebesman,473.0,Matt Bomer,20000.0,Jordana Brewster,4000.0,Lew Temple,597.0,366.0,196.0,56269,26402,0,cannibal|car accident|leatherface|psychopath|slaughterhouse,0.0,Color,2006.0,English,USA,R,1.85,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,39511038.0,16000000.0,5.9,Horror,Horror
2549,The Young Messiah ,111.0,Cyrus Nowrasteh,19.0,Clive Russell,241.0,Vincent Walsh,118.0,Finn Ireland,107.0,30.0,24.0,1449,824,0,based on novel,0.0,Color,2016.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,6462576.0,18500000.0,5.4,Drama,Drama
2550,The Master of Disguise ,80.0,Perry Andelin Blake,11.0,Jennifer Esposito,911.0,Kenan Thompson,521.0,James Brolin,499.0,307.0,56.0,18254,3058,1000,disguise|mask|master of disguise|restaurant|waiter,2.0,Color,2002.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,40363530.0,16000000.0,3.3,Comedy,Family
2551,Pan's Labyrinth ,112.0,Guillermo del Toro,0.0,Ivana Baquero,634.0,Maribel Verdú,269.0,Sergi López,250.0,1083.0,406.0,467234,1322,27000,fairy|fairy tale|faun|princess|spain,0.0,Color,2006.0,Spanish,Spain,R,1.85,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,37623143.0,13500000.0,8.2,Drama,Fantasy
2553,See Spot Run ,94.0,John Whitesell,14.0,Leslie Bibb,1000.0,Angus T. Jones,1000.0,Paul Sorvino,635.0,53.0,51.0,7392,4194,393,boy|fbi|mailman|van|witness protection,0.0,Color,2001.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,33357476.0,35000000.0,5.4,Action,Comedy
2554,Baby Boy ,130.0,John Singleton,309.0,Mo'Nique,939.0,Snoop Dogg,881.0,Angell Conwell,522.0,81.0,41.0,9566,3107,1000,cartoon on tv|family relationships|physical abuse|single parent|two word title,2.0, Black and White,2001.0,English,USA,R,1.85,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,28734552.0,16000000.0,6.4,Crime,Drama
2555,The Roommate ,91.0,Christian E. Christiansen,26.0,Leighton Meester,3000.0,Danneel Ackles,1000.0,Frances Fisher,638.0,115.0,138.0,29147,5349,0,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,1.0,Color,2011.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,37300107.0,16000000.0,4.8,Drama,Horror
2556,Joe Dirt ,91.0,Dennie Gordon,29.0,Brittany Daniel,861.0,Erik Per Sullivan,593.0,Fred Ward,459.0,205.0,78.0,41664,2543,0,first part|grand canyon|highway travel|indian|janitor,0.0,Color,2001.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1,27087695.0,17700000.0,5.9,Adventure,Comedy
2557,Double Impact ,110.0,Sheldon Lettich,23.0,Bolo Yeung,633.0,Alonna Shaw,67.0,Kamel Krifa,51.0,72.0,40.0,28736,874,0,boat|hong kong|murder|tunnel|twins,2.0,Color,1991.0,English,USA,R,1.85,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,30102717.0,15000000.0,5.5,Action,Crime
2558,Hot Fuzz ,121.0,Edgar Wright,1000.0,Bill Bailey,175.0,Joe Cornish,115.0,Billie Whitelaw,108.0,687.0,285.0,352695,485,17000,accident|conspiracy|police|police officer|village,1.0,Color,2007.0,English,UK,R,2.35,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,23618786.0,8000000.0,7.9,Action,Comedy
2559,The Women ,114.0,Diane English,15.0,Jada Pinkett Smith,851.0,Debi Mazar,680.0,Debra Messing,650.0,125.0,124.0,16582,3485,0,beauty salon|divorce|fashion|new york|perfume,4.0,Color,2008.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,26896744.0,16500000.0,4.9,Comedy,Drama
2560,Vicky Cristina Barcelona ,96.0,Woody Allen,11000.0,Scarlett Johansson,19000.0,Kevin Dunn,581.0,Christopher Evan Welch,252.0,365.0,275.0,198111,19894,14000,art|artist|painter|sex|summer,0.0,Color,2008.0,English,Spain,PG-13,1.85,http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1,23213577.0,15500000.0,7.2,Drama,Romance
2563,Boys and Girls ,94.0,Robert Iscove,7.0,Alyson Hannigan,3000.0,Amanda Detmer,240.0,Tsianina Joelson,95.0,134.0,67.0,13661,3451,487,best friend|break up|friendship|graduation|male in underwear,3.0,Color,2000.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,20627372.0,16000000.0,5.3,Comedy,Drama
2564,White Oleander ,109.0,Peter Kosminsky,7.0,Patrick Fugit,835.0,Cole Hauser,787.0,Marc Donato,450.0,171.0,103.0,25549,2572,0,california|foster home|love|oleander|prison,0.0,Color,2002.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,16346122.0,16000000.0,7.2,Drama,Drama
2565,Jennifer's Body ,107.0,Karyn Kusama,45.0,J.K. Simmons,24000.0,Amy Sedaris,396.0,Cynthia Stevenson,271.0,294.0,300.0,92712,24805,6000,cannibalism|cheerleader|condom|hook for hand|satanic ritual,1.0,Color,2009.0,English,USA,R,1.85,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,16204793.0,16000000.0,5.1,Comedy,Fantasy
2566,Drowning Mona ,96.0,Nick Gomez,22.0,Will Ferrell,8000.0,Jamie Lee Curtis,2000.0,Tracey Walter,324.0,148.0,84.0,11768,11078,492,crying woman|plot|suspect|waitress|younger man older woman relationship,0.0,Color,2000.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,15427192.0,16000000.0,5.6,Comedy,Crime
2567,Radio Days ,88.0,Woody Allen,11000.0,Mike Starr,854.0,Don Pardo,410.0,Julie Kavner,233.0,91.0,64.0,24256,1653,0,beach|cigarette girl|radio|woman holding a baby|working class,0.0,Color,1987.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,14792779.0,16000000.0,7.6,Comedy,Comedy
2569,Remember Me ,113.0,Allen Coulter,47.0,Robert Pattinson,21000.0,Lena Olin,541.0,Ruby Jerins,238.0,361.0,158.0,113963,22088,24000,binge drinking|new york|new york city|september 11 2001|suicide,0.0,Color,2010.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,19057024.0,16000000.0,7.2,Drama,Romance
2570,How to Deal ,101.0,Clare Kilner,6.0,Dylan Baker,812.0,Alexandra Holden,326.0,Trent Ford,258.0,95.0,46.0,8215,1882,371,best friend|high school|mother|sister|wedding,1.0,Color,2003.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,14108518.0,16000000.0,5.7,Comedy,Drama
2571,My Stepmother Is an Alien ,105.0,Richard Benjamin,121.0,Jon Lovitz,11000.0,Alyson Hannigan,3000.0,Tony Jay,384.0,55.0,15.0,21079,14677,818,alien|earth|female alien|mission|secret,0.0,Color,1988.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,13854000.0,20000000.0,5.2,Comedy,Romance
2572,Philadelphia ,125.0,Jonathan Demme,438.0,Denzel Washington,18000.0,Tom Hanks,15000.0,Jason Robards,372.0,261.0,68.0,178731,33865,0,aids|city name in title|gay|homophobia|lawyer,2.0,Color,1993.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1,77324422.0,26000000.0,7.7,Drama,Drama
2573,The Thirteenth Floor ,100.0,Josef Rusnak,9.0,Gretchen Mol,599.0,Craig Bierko,380.0,Brad William Henke,363.0,302.0,111.0,51996,2389,0,amnesia|barricade|letter|time|virtual reality,0.0,Color,1999.0,English,Germany,R,2.35,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,15500000.0,16000000.0,7.0,Mystery,Sci-Fi
2576,Duets ,112.0,Bruce Paltrow,28.0,Lochlyn Munro,555.0,Marian Seldes,403.0,Huey Lewis,215.0,123.0,65.0,8217,1227,573,convict|karaoke|middle america|salesman|singer,0.0,Color,2000.0,English,USA,R,1.85,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,4734235.0,15000000.0,6.0,Comedy,Drama
2577,Hollywood Ending ,112.0,Woody Allen,11000.0,Woody Allen,11000.0,Debra Messing,650.0,Treat Williams,642.0,148.0,109.0,21613,12766,762,blind|director|psychosomatic blindness|self deprecating|studio,0.0,Color,2002.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,4839383.0,16000000.0,6.6,Comedy,Romance
2578,Detroit Rock City ,95.0,Adam Rifkin,89.0,Natasha Lyonne,1000.0,Lin Shaye,852.0,Shannon Tweed,322.0,194.0,42.0,30682,2518,0,band|concert|high school|kiss|teenager,0.0,Color,1999.0,English,USA,R,2.35,http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1,4193025.0,15000000.0,6.8,Comedy,Music
2579,Highlander ,110.0,Russell Mulcahy,85.0,Christopher Lambert,1000.0,Jon Polito,309.0,Celia Imrie,186.0,316.0,112.0,98629,1852,0,combat|head cut off|immortal|scotland|swordsman,1.0,Color,1986.0,English,UK,R,1.85,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,5900000.0,16000000.0,7.2,Action,Adventure
2580,Things We Lost in the Fire ,118.0,Susanne Bier,369.0,Alison Lohman,1000.0,Omar Benson Miller,418.0,Robin Weigert,295.0,88.0,146.0,24104,1889,0,best friend|dinner|garage|narcotics anonymous|recovery,1.0,Color,2007.0,English,USA,R,2.35,http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1,2849142.0,16000000.0,7.2,Drama,Drama
2581,Steel ,97.0,Kenneth Johnson,34.0,Charles Napier,503.0,Annabeth Gish,489.0,Hill Harper,465.0,62.0,36.0,8687,3100,0,fight|gang|junkyard|military|soldier,1.0,Color,1997.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1,1686429.0,16000000.0,2.8,Action,Crime
2582,The Immigrant ,120.0,James Gray,115.0,Jeremy Renner,10000.0,Dagmara Dominczyk,316.0,Angela Sarafyan,310.0,70.0,230.0,20616,11019,0,immigrant|immigration|magician|money|prostitution,3.0,Color,2013.0,English,USA,R,2.35,http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1,1984743.0,16000000.0,6.6,Drama,Romance
2583,The White Countess ,135.0,James Ivory,133.0,Vanessa Redgrave,898.0,Natasha Richardson,708.0,Lynn Redgrave,258.0,78.0,64.0,5321,2096,356,countess|diplomat|japanese|russian|shanghai,0.0,Color,2005.0,English,UK,PG-13,1.66,http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,1666262.0,16000000.0,6.7,Drama,History
2584,Trance ,101.0,Danny Boyle,0.0,Rosario Dawson,3000.0,Spencer Wilding,1000.0,Tuppence Middleton,888.0,212.0,393.0,92640,5056,23000,amnesia|criminal|heist|hypnotherapy|lost painting,0.0,Color,2013.0,English,UK,R,2.35,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,2319187.0,20000000.0,7.0,Crime,Drama
2585,Soul Plane ,92.0,Jessy Terrero,29.0,Mo'Nique,939.0,Snoop Dogg,881.0,Tom Arnold,618.0,150.0,75.0,18271,3935,0,airline|airplane|bathroom|sex|toilet,9.0,Color,2004.0,English,USA,R,1.85,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,13922211.0,16000000.0,4.4,Comedy,Comedy
2587,Good ,92.0,Vicente Amorim,6.0,Viggo Mortensen,10000.0,Jodie Whittaker,304.0,Steven Mackintosh,227.0,42.0,67.0,5664,11091,921,censorship|children|corpse|heil hitler|suffering,1.0,Color,2008.0,English,UK,R,2.35,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,23091.0,15000000.0,6.2,Drama,Romance
2588,Enter the Void ,161.0,Gaspar Noé,929.0,Paz de la Huerta,488.0,Emily Alyn Lind,289.0,Olly Alexander,116.0,192.0,216.0,45449,943,23000,drug deal|drugs|explicit sex|love|stripper,0.0,Color,2009.0,English,France,Not Rated,2.35,http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1,336467.0,13000000.0,7.3,Drama,Fantasy
2589,Vamps ,92.0,Amy Heckerling,143.0,Taylor Negron,1000.0,Justin Kirk,945.0,Ivan Sergei,613.0,42.0,54.0,7444,3086,0,murder|new york city|one word title|vampire|vampire slayer,2.0,Color,2012.0,English,USA,PG-13,1.78,http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,2964.0,16000000.0,5.1,Comedy,Horror
2592,The Homesman ,122.0,Tommy Lee Jones,0.0,Barry Corbin,883.0,Tim Blake Nelson,596.0,Miranda Otto,567.0,132.0,208.0,21370,2896,0,abusive marriage|pastor|prison wagon|roast pig|suicide by hanging,1.0,Color,2014.0,English,USA,R,2.35,http://www.imdb.com/title/tt2398231/?ref_=fn_tt_tt_1,2428883.0,16000000.0,6.6,Drama,Western
2593,Juwanna Mann ,91.0,Jesse Vaughan,10.0,Vivica A. Fox,890.0,Jenifer Lewis,578.0,Kevin Pollak,574.0,40.0,32.0,5312,3104,939,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner,3.0,Color,2002.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,13571817.0,15600000.0,4.5,Comedy,Drama
2597,Slow Burn ,93.0,Wayne Beach,7.0,Mekhi Phifer,1000.0,LL Cool J,1000.0,Fisher Stevens,922.0,24.0,40.0,3299,4329,191,district attorney|interview|murder|prosecutor|reporter,0.0,Color,2005.0,English,USA,R,1.85,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,1181197.0,15500000.0,5.9,Drama,Mystery
2598,Wasabi ,94.0,Gérard Krawczyk,7.0,Carole Bouquet,235.0,Ryôko Hirosue,46.0,Michel Muller,17.0,91.0,40.0,29392,303,0,french|inheritance|japan|letter|police detective hero,1.0,Color,2001.0,French,France,R,2.35,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,81525.0,15300000.0,6.6,Action,Comedy
2599,Slither ,95.0,James Gunn,571.0,Dustin Milligan,499.0,Gregg Henry,298.0,Tania Saulnier,102.0,352.0,251.0,61912,1120,0,alien|b movie|sex|slug|small town,0.0,Color,2006.0,English,Canada,R,1.85,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,7774730.0,15500000.0,6.5,Comedy,Horror
2600,Beverly Hills Cop ,105.0,Martin Brest,102.0,Judge Reinhold,901.0,Ronny Cox,605.0,James Russo,383.0,175.0,94.0,126464,3464,0,drug dealer|drugs|murder|police brutality|police shootout,1.0,Color,1984.0,English,USA,R,1.85,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,234760500.0,14000000.0,7.3,Action,Comedy
2601,Home Alone ,103.0,Chris Columbus,0.0,Macaulay Culkin,3000.0,Devin Ratray,1000.0,Catherine O'Hara,925.0,305.0,102.0,311075,7521,20000,airport|child protagonist|child swearing|christmas|home alone,5.0,Color,1990.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,285761243.0,18000000.0,7.5,Comedy,Family
2602,3 Men and a Baby ,102.0,Leonard Nimoy,12000.0,Tom Selleck,19000.0,Ted Danson,875.0,Steve Guttenberg,801.0,42.0,21.0,36918,21499,3000,1980s|baby|heroin|package|questioned by police,4.0,Color,1987.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,167780960.0,11000000.0,5.9,Comedy,Drama
2603,Tootsie ,116.0,Sydney Pollack,521.0,Bill Murray,13000.0,Sydney Pollack,521.0,Teri Garr,481.0,194.0,94.0,77366,14701,0,actor|actress|friend|love|reputation,1.0,Color,1982.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,177200000.0,22000000.0,7.4,Comedy,Drama
2604,Top Gun ,110.0,Tony Scott,12000.0,Tom Cruise,10000.0,Tom Skerritt,1000.0,Adrian Pasdar,555.0,388.0,173.0,219171,13069,19000,flying|gay subtext|machismo|male objectification|pilot,2.0,Color,1986.0,English,USA,PG,1.33,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,176781728.0,15000000.0,6.9,Action,Drama
2605,"Crouching Tiger, Hidden Dragon ",120.0,Ang Lee,0.0,Chen Chang,103.0,Pei-Pei Cheng,21.0,Sihung Lung,5.0,1641.0,287.0,217740,129,0,bare midriff|china|magical realism|martial arts|sword,3.0,Color,2000.0,Mandarin,Taiwan,PG-13,2.35,http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1,128067808.0,15000000.0,7.9,Action,Drama
2606,American Beauty ,122.0,Sam Mendes,0.0,Kevin Spacey,18000.0,Peter Gallagher,828.0,Ara Celi,158.0,2715.0,176.0,822500,19078,22000,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,0.0,Color,1999.0,English,USA,R,2.35,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,130058047.0,15000000.0,8.4,Drama,Drama
2607,The King's Speech ,118.0,Tom Hooper,0.0,Colin Firth,14000.0,Jennifer Ehle,1000.0,Derek Jacobi,520.0,636.0,479.0,503631,15732,64000,king|king george vi|speech|speech therapist|throne,0.0,Color,2010.0,English,UK,R,1.85,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,138795342.0,15000000.0,8.0,Biography,Drama
2608,Twins ,107.0,Ivan Reitman,425.0,Kelly Preston,742.0,Tony Jay,384.0,Hugh O'Brian,247.0,79.0,27.0,87538,2151,0,bare chested male|brother|catholic orphanage|long lost siblings|twins,1.0,Color,1988.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,111936400.0,15000000.0,6.0,Comedy,Crime
2610,The Yellow Handkerchief ,102.0,Udayan Prasad,4.0,Kristen Stewart,17000.0,Eddie Redmayne,13000.0,William Hurt,882.0,36.0,60.0,6723,30978,1000,louisiana|overalls|road trip|southern u.s.|teenage boy,1.0,Color,2008.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,317040.0,15500000.0,6.8,Drama,Romance
2611,The Color Purple ,154.0,Steven Spielberg,14000.0,Oprah Winfrey,852.0,Rae Dawn Chong,581.0,Dana Ivey,271.0,199.0,70.0,60988,2592,6000,book strap|girl|racial discrimination|racial tension|stereotype,0.0,Color,1985.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,94175854.0,15000000.0,7.8,Drama,Drama
2614,The Imitation Game ,114.0,Morten Tyldum,77.0,Benedict Cumberbatch,19000.0,Rory Kinnear,393.0,Allen Leech,305.0,608.0,454.0,467613,20295,165000,crossword puzzle|cryptography|enigma code|gay lead character|world war two,1.0,Color,2014.0,English,UK,PG-13,2.35,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,91121452.0,14000000.0,8.1,Biography,Drama
